sentence,label,text_lower,text_normalized,text_preprocessed
`` There is no room to modify the share component as we have already indicated . '',neutral,`` there is no room to modify the share component as we have already indicated . '',there is no room to modify the share component as we have already indicated,no room modify share component indicated
`` We could be there .,neutral,`` we could be there .,we could be there,
`` We were the lowest bidders and now the final approval is awaited . '',positive,`` we were the lowest bidders and now the final approval is awaited . '',we were the lowest bidders and now the final approval is awaited,lowest bidders final approval awaited
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,"1 p.m. central office of nordea bank 19 3-ya ulitsa yamskogo polya , building 1 telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 unimilk - egm 03-04 .02.2011 xvi international business-summit food business russia 2011 will take place .",< > p m central office of nordea bank < > < > ya ulitsa yamskogo polya building < > telephone < > < > < > < > ext < > < > < > < > unimilk egm < > < > < > xvi international business summit food business russia < > will take place,p m central office nordea bank ya ulitsa yamskogo polya building telephone ext unimilk egm xvi international business summit food business russia place
"128,538 shares can still be subscribed for with Series E share options , max .",neutral,"128,538 shares can still be subscribed for with series e share options , max .",< > shares can still be subscribed for with series e share options max,shares subscribed series e share options max
15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .,neutral,15 november 2010 - finnish energy company fortum oyj hel : fum1v said today it and partners started negotiations to establish a new operating model for energy supply in the turku region of western finland .,< > november < > finnish energy company fortum oyj hel fum v said today it and partners started negotiations to establish a new operating model for energy supply in the turku region of western finland,november finnish energy company fortum oyj hel fum v said today partners started negotiations establish new operating model energy supply turku region western finland
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral,"561,470 new shares under 2003 option rights plan packaging company huhtamaki oyj reported on monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",< > new shares under < > option rights plan packaging company huhtamaki oyj reported on monday that a total of < > new shares of the company have been issued based on share subscriptions under its < > option rights plan,new shares option rights plan packaging company huhtamaki oyj reported monday total new shares company issued based share subscriptions option rights plan
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral,"a meeting for the media and analysts will be held on the same day at 10:30 a.m. at stonesoft headquarters in helsinki , italahdenkatu 22 a. the interim report will be presented by stonesoft 's ceo ilkka hiidenheimo .",a meeting for the media and analysts will be held on the same day at < > < > a m at stonesoft headquarters in helsinki italahdenkatu < > a the interim report will be presented by stonesoft s ceo ilkka hiidenheimo,meeting media analysts held day m stonesoft headquarters helsinki italahdenkatu interim report presented stonesoft s ceo ilkka hiidenheimo
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,neutral,a meeting of glisten shareholders to vote on the bid will be held on 12 march .,a meeting of glisten shareholders to vote on the bid will be held on < > march,meeting glisten shareholders vote bid held march
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",neutral,"a replay will be available until 27 october 2006 in the following numbers : us callers : +1 617-á801-á6888 , non-us callers : +44 20 7365 8427 , access code : 2659 5401 .",a replay will be available until < > october < > in the following numbers us callers < > < > non us callers < > < > < > < > access code < > < >,replay available october following numbers callers non callers access code
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",neutral,"a spokesman said : `` the food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",a spokesman said the food store center subject to council and local support could comprise a supermarket or smaller store and other niche outlets and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers,spokesman said food store center subject council local support comprise supermarket smaller store niche outlets firmed following consultation council local community regarding appropriate uses occupiers
"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",neutral,"a total of 185 wonderware certified sis are available to integrate and support wonderware products such as intouch -« hmi software , industrialsql server historian , wonderware information server , dt analyst software or qi analyst spc software .",a total of < > wonderware certified sis are available to integrate and support wonderware products such as intouch hmi software industrialsql server historian wonderware information server dt analyst software or qi analyst spc software,total wonderware certified sis available integrate support wonderware products intouch hmi software industrialsql server historian wonderware information server dt analyst software qi analyst spc software
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,neutral,a. le coq had a market share of 41.3 percent and rival beverage group saku 32.1 percent .,a le coq had a market share of < > percent and rival beverage group saku < > percent,le coq market share percent rival beverage group saku percent
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral,"about 36 % of this came from aspo chemicals , 39 % from aspo shipping and 25 % from aspo systems .",about < > of this came from aspo chemicals < > from aspo shipping and < > from aspo systems,came aspo chemicals aspo shipping aspo systems
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral,"about 72 % of evraz group shares are owned by lanebrook , whose beneficiaries , on the one hand , are millhouse , the holding company for the assets of billionaire roman abramovich and his business partners 50 % ; and evraz executives alexander abramov and alexander frolov 50 % , on the other .",about < > of evraz group shares are owned by lanebrook whose beneficiaries on the one hand are millhouse the holding company for the assets of billionaire roman abramovich and his business partners < > and evraz executives alexander abramov and alexander frolov < > on the other,evraz group shares owned lanebrook beneficiaries hand millhouse holding company assets billionaire roman abramovich business partners evraz executives alexander abramov alexander frolov
Absolut Bank is exploring the possibility of further borrowing .,neutral,absolut bank is exploring the possibility of further borrowing .,absolut bank is exploring the possibility of further borrowing,absolut bank exploring possibility borrowing
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,neutral,aker yards finland will begin using chinese subcontractors at its finnish shipyards .,aker yards finland will begin using chinese subcontractors at its finnish shipyards,aker yards finland begin using chinese subcontractors finnish shipyards
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,positive,finnish food industry companies hk ruokatalo and atria will form a joint venture company called l+ñnsi-kalkkuna to produce turkey meat .,finnish food industry companies hk ruokatalo and atria will form a joint venture company called l nsi kalkkuna to produce turkey meat,finnish food industry companies hk ruokatalo atria form joint venture company called l nsi kalkkuna produce turkey meat
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,neutral,finnish food industry company l+ñnnen tehtaat is planning changes to its fish product business .,finnish food industry company l nnen tehtaat is planning changes to its fish product business,finnish food industry company l nnen tehtaat planning changes fish product business
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,negative,finnish plumbing and heating systems supplier uponor is temporarily laying off its whole workforce in finland for two weeks as of mid-july 2009 .,finnish plumbing and heating systems supplier uponor is temporarily laying off its whole workforce in finland for two weeks as of mid july < >,finnish plumbing heating systems supplier uponor temporarily laying workforce finland weeks mid july
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,neutral,finnish property investment company citycon plans to issue directed subordinated convertible bonds to institutional investors .,finnish property investment company citycon plans to issue directed subordinated convertible bonds to institutional investors,finnish property investment company citycon plans issue directed subordinated convertible bonds institutional investors
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral,"in finland , hamina cargo terminal , of finnish nurminen logistics , has purchased a warehouse with ground lease rights in the port of hamina .",in finland hamina cargo terminal of finnish nurminen logistics has purchased a warehouse with ground lease rights in the port of hamina,finland hamina cargo terminal finnish nurminen logistics purchased warehouse ground lease rights port hamina
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative,"in finland , metal sector company componenta is laying off temporarily the staff of its pori mill from christmas 2008 till 6 january 2009 .",in finland metal sector company componenta is laying off temporarily the staff of its pori mill from christmas < > till < > january < >,finland metal sector company componenta laying temporarily staff pori christmas till january
"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .",neutral,"member of the hk ruokatalo group in finland , scan , is launching a joint venture slaughterhouse with team ugglarp in sk+ñne , southern sweden .",member of the hk ruokatalo group in finland scan is launching a joint venture slaughterhouse with team ugglarp in sk ne southern sweden,member hk ruokatalo group finland scan launching joint venture slaughterhouse team ugglarp sk ne southern sweden
"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava .",neutral,"the largest construction company in finland , yit corporation , is to acquire 70 % of the shares in the slovak construction company reding bratislava .",the largest construction company in finland yit corporation is to acquire < > of the shares in the slovak construction company reding bratislava,largest construction company finland yit corporation acquire shares slovak construction company reding bratislava
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",negative,"according to aktia asset management , finnish analysts ' forecasts for 2009 are still too high .",according to aktia asset management finnish analysts forecasts for < > are still too high,according aktia asset management finnish analysts forecasts high
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",neutral,"according to business media reports , usmanov planned to transfer his megafon stake to the state-controlled svyazinvest , in exchange for a stake in the merged rostelecom .",according to business media reports usmanov planned to transfer his megafon stake to the state controlled svyazinvest in exchange for a stake in the merged rostelecom,according business media reports usmanov planned transfer megafon stake state controlled svyazinvest exchange stake merged rostelecom
"According to CEO Hannu Syrj+ñnen , a new common name and visual identity is required as the group has grown and internationalised .",neutral,"according to ceo hannu syrj+ñnen , a new common name and visual identity is required as the group has grown and internationalised .",according to ceo hannu syrj nen a new common name and visual identity is required as the group has grown and internationalised,according ceo hannu syrj nen new common visual identity required group grown internationalised
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",neutral,"according to gallup food and farm facts , beef consumption totaled 99mn kilos in finland in 2007 .",according to gallup food and farm facts beef consumption totaled mn kilos in finland in < >,according gallup food farm facts beef consumption totaled mn kilos finland
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral,"according to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",according to him construction work will start in spring < > and the facility is to be commissioned in spring < >,according construction work start spring facility commissioned spring
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral,"according to soosalu , particular attention was paid to residents privacy and security in the design of the aleksandri street building .",according to soosalu particular attention was paid to residents privacy and security in the design of the aleksandri street building,according soosalu particular attention paid residents privacy security design aleksandri street building
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral,"according to statistics by the finnish maritime administration , shipping did not increase much in january-august 2009 , however .",according to statistics by the finnish maritime administration shipping did not increase much in january august < > however,according statistics finnish maritime administration shipping did not increase january august
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,"according to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",according to the company a decision in the issue will be made in the summer of < > at the earliest and in the summer of < > at the latest,according company decision issue summer earliest summer latest
"According to the company , the lay-offs will be temporary .",neutral,"according to the company , the lay-offs will be temporary .",according to the company the lay offs will be temporary,according company lay offs temporary
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",neutral,"according to the finnish-russian chamber of commerce , all the major construction companies of finland are operating in russia .",according to the finnish russian chamber of commerce all the major construction companies of finland are operating in russia,according finnish russian chamber commerce major construction companies finland operating russia
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .",neutral,"according to the notification , the holdings of ameriprice inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of tekla -¦ s shares and voting rights .",according to the notification the holdings of ameriprice inc and its group companies are now in total < > shares which represent < > of tekla s shares and voting rights,according notification holdings ameriprice group companies total shares represent tekla s shares voting rights
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",neutral,"according to the report , elisa 's and dna 's joint market share of finland 's telecom market is 59 % .",according to the report elisa s and dna s joint market share of finland s telecom market is < >,according report elisa s dna s joint market share finland s telecom market
After that the two companies sat down and sewed up the present deal .,neutral,after that the two companies sat down and sewed up the present deal .,after that the two companies sat down and sewed up the present deal,companies sat sewed present deal
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral,"after the sale , savcor group ltd will comprise savcor art , a corporate function and an investment in cencorp corporation .",after the sale savcor group ltd will comprise savcor art a corporate function and an investment in cencorp corporation,sale savcor group comprise savcor art corporate function investment cencorp corporation
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,"ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",ahlstrom s < > employees serve customers via sales offices and production facilities in more than < > countries on six continents,ahlstrom s employees serve customers sales offices production facilities countries continents
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,ahlstrom 's share is quoted on the nasdaq omx helsinki .,ahlstrom s share is quoted on the nasdaq omx helsinki,ahlstrom s share quoted nasdaq omx helsinki
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,ahlstrom 's share is quoted on the nasdaq omx helsinki .,ahlstrom s share is quoted on the nasdaq omx helsinki,ahlstrom s share quoted nasdaq omx helsinki
Airbus will attempt to evacuate up to 873 people within 90 seconds .,neutral,airbus will attempt to evacuate up to 873 people within 90 seconds .,airbus will attempt to evacuate up to < > people within < > seconds,airbus attempt evacuate people seconds
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",neutral,"alexandria , va. , june 7 -- michael g. williams of newbury park , calif. , has developed a network device .",alexandria va june < > michael g williams of newbury park calif has developed a network device,alexandria va june michael g williams newbury park calif developed network device
All rights reserved .,neutral,all rights reserved .,all rights reserved,rights reserved
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,all yit capital markets day materials will be available on the company 's internet site at www.yitgroup.com/investors at 10:30 on september 26 .,all yit capital markets day materials will be available on the company s internet site at www yitgroup com investors at < > < > on september < >,yit capital markets day materials available company s internet site www yitgroup com investors september
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,"alma media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",alma media holds < > of this company the remaining shares being owned by the company s key employees,alma media holds company remaining shares owned company s key employees
Almost the entire office building will be occupied by Metso .,neutral,almost the entire office building will be occupied by metso .,almost the entire office building will be occupied by metso,entire office building occupied metso
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral,"also , westpac is to issue a benchmark , 18 month frn deal in euros .",also westpac is to issue a benchmark < > month frn deal in euros,westpac issue benchmark month frn deal euros
Also the development of online businesses will continue .,neutral,also the development of online businesses will continue .,also the development of online businesses will continue,development online businesses continue
Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,neutral,altimo previously agreed a similar deal with telenor to merge their stakes in vimpelcom and kyivstar-gsm .,altimo previously agreed a similar deal with telenor to merge their stakes in vimpelcom and kyivstar gsm,altimo previously agreed similar deal telenor merge stakes vimpelcom kyivstar gsm
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral,as a part of the agreement 10 employees from the john deere forestry documentation functions will transfer to dokumentori oy .,as a part of the agreement < > employees from the john deere forestry documentation functions will transfer to dokumentori oy,agreement employees john deere forestry documentation functions transfer dokumentori oy
"As a result , a total of 82 employees would be given notice .",neutral,"as a result , a total of 82 employees would be given notice .",as a result a total of < > employees would be given notice,result total employees given notice
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",neutral,"as a result of the transaction , sanoma budapest has acquired a stake in the online store egeszsegbolt .",as a result of the transaction sanoma budapest has acquired a stake in the online store egeszsegbolt,result transaction sanoma budapest acquired stake online store egeszsegbolt
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,"as an alternative to the share exchange , panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",as an alternative to the share exchange panostaja offers a full cash consideration at the value of < > euro < > per share,alternative share exchange panostaja offers cash consideration value euro share
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",negative,"as part of the reorganisation measures that will take place in spring 2006 , tamglass finton will start personnel negotiations that will affect its entire staff of 33 .",as part of the reorganisation measures that will take place in spring < > tamglass finton will start personnel negotiations that will affect its entire staff of < >,reorganisation measures place spring tamglass finton start personnel negotiations affect entire staff
"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",neutral,"as reported june 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from june 17 , when part of the track signaling device was replaced , to the time of the crash , according to the metro source . ''",as reported june < > both circuits continued to alternately report the track as vacant and then occupied almost constantly from june < > when part of the track signaling device was replaced to the time of the crash according to the metro source,reported june circuits continued alternately report track vacant occupied constantly june track signaling device replaced time crash according metro source
"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .",neutral,"at 10.58 am , outokumpu declined 2.74 pct to 24.87 eur , while the omx helsinki 25 was 0.55 pct higher at 2,825.14 and the omx helsinki added 0.64 pct to 9,386.89 .",at < > am outokumpu declined < > pct to < > eur while the omx helsinki < > was < > pct higher at < > < > and the omx helsinki added < > pct to < > < >,outokumpu declined pct eur omx helsinki pct higher omx helsinki added pct
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral,at 9:00 eet alma media 's annual report for 2009 is scheduled to be published in calendar week 9 .,at < > < > eet alma media s annual report for < > is scheduled to be published in calendar week < >,eet alma media s annual report scheduled published calendar week
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",neutral,"at end-august , sampo was nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",at end august sampo was nordea s biggest shareholder with a < > stake followed by the state with < >,end august sampo nordea s biggest shareholder stake followed state
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral,"at first , solteq 's services to companies operating in the st. petersburg area will include maintenance and material management systems and data collection solutions .",at first solteq s services to companies operating in the st petersburg area will include maintenance and material management systems and data collection solutions,solteq s services companies operating st petersburg area include maintenance material management systems data collection solutions
Autotank Group is part of Aspo 's Systems Division .,neutral,autotank group is part of aspo 's systems division .,autotank group is part of aspo s systems division,autotank group aspo s systems division
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral,basware einvoices oy will be merged into the parent company during the present fiscal period .,basware einvoices oy will be merged into the parent company during the present fiscal period,basware einvoices oy merged parent company present fiscal period
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,"because the application can be considered as a hacking application , it is classified by f-secure as riskware .",because the application can be considered as a hacking application it is classified by f secure as riskware,application considered hacking application classified f secure riskware
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral,"before fki , john jiang has worked in several general manager or senior business consultant positions for international companies in china .",before fki john jiang has worked in several general manager or senior business consultant positions for international companies in china,fki john jiang worked general manager senior business consultant positions international companies china
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,negative,benefon 's target is to lay off temporarily of permanently up to 20 % of the salo plant 's staff .,benefon s target is to lay off temporarily of permanently up to < > of the salo plant s staff,benefon s target lay temporarily permanently salo plant s staff
"Besides , Pit-Produkt will enter the new segments .",neutral,"besides , pit-produkt will enter the new segments .",besides pit produkt will enter the new segments,pit produkt enter new segments
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral,"bids or offers include at least 1,000 shares and the value of the shares must correspond to at least eur4 ,000 .",bids or offers include at least < > shares and the value of the shares must correspond to at least eur < >,bids offers include shares value shares correspond eur
CapMan made its initial investment in OneMed in June 2006 .,neutral,capman made its initial investment in onemed in june 2006 .,capman made its initial investment in onemed in june < >,capman initial investment onemed june
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,"capman said the deal 's effect on its cash flow for 2009 totals eur3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",capman said the deal s effect on its cash flow for < > totals eur < > m but the transaction would not affect its financial results for < > as it was executed at fair value,capman said deal s effect cash flow totals eur m transaction not affect financial results executed fair value
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral,catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,catalysts segment includes refinery catalysts and polyolefin catalysts product categories,catalysts segment includes refinery catalysts polyolefin catalysts product categories
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral,"componenta is a metal sector company with international operations and production plants located in finland , the netherlands , sweden and turkey .",componenta is a metal sector company with international operations and production plants located in finland the netherlands sweden and turkey,componenta metal sector company international operations production plants located finland netherlands sweden turkey
"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",neutral,"comptel corporation sami ervio president and ceo , distribution : nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers to deliver services flexibly and charge them effectively .",comptel corporation sami ervio president and ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers to deliver services flexibly and charge them effectively,comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral,"consisting of seven interconnected units , mega image 's logistics center will be 347 metres in length and 12 metres in height .",consisting of seven interconnected units mega image s logistics center will be < > metres in length and < > metres in height,consisting seven interconnected units mega image s logistics center metres length metres height
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,"construction work on the helsinki music centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",construction work on the helsinki music centre is to start this autumn with the total cost of the project estimated at < > million euros,construction work helsinki music centre start autumn total cost project estimated million euros
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral,copyright afx news and afx financial news logo are registered trademarks of afx news limited,copyright afx news and afx financial news logo are registered trademarks of afx news limited,copyright afx news afx financial news logo registered trademarks afx news limited
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral,"cramo , headquartered in vantaa , finland , rents construction machinery and equipment , as well as rents and sells modular space .",cramo headquartered in vantaa finland rents construction machinery and equipment as well as rents and sells modular space,cramo headquartered vantaa finland rents construction machinery equipment rents sells modular space
Currency conversions are based on exchange rates at the time of the deal .,neutral,currency conversions are based on exchange rates at the time of the deal .,currency conversions are based on exchange rates at the time of the deal,currency conversions based exchange rates time deal
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral,"currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to rapala 's factory in shenzhen , china .",currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to rapala s factory in shenzhen china,currently terminator lures produced subcontract facility mexico manufacturing transferred rapala s factory shenzhen china
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,"destia oy is a finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",destia oy is a finnish infrastructure and construction service company building maintaining and designing traffic routes industrial and traffic environments but also complete living environments,destia oy finnish infrastructure construction service company building maintaining designing traffic routes industrial traffic environments complete living environments
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral,"digia will also set up two subsidiaries , digia norway as and digia usa inc. .",digia will also set up two subsidiaries digia norway as and digia usa inc,digia set subsidiaries digia norway digia usa
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral,dutch publisher de vijver said today it has agreed to buy a 49 % stake in belgian weekly magazine humo from finnish media company sanoma hel : saa1v .,dutch publisher de vijver said today it has agreed to buy a < > stake in belgian weekly magazine humo from finnish media company sanoma hel saa v,dutch publisher vijver said today agreed buy stake belgian weekly magazine humo finnish media company sanoma hel saa v
Each share is entitled to one vote .,neutral,each share is entitled to one vote .,each share is entitled to one vote,share entitled vote
Each year the dividend is deducted from the subscription price .,neutral,each year the dividend is deducted from the subscription price .,each year the dividend is deducted from the subscription price,year dividend deducted subscription price
Earnings per share EPS amounted to EUR0 .01 .,neutral,earnings per share eps amounted to eur0 .01 .,earnings per share eps amounted to eur < >,earnings share eps amounted eur
Earnings per share were EUR -0.04 -0.06 .,neutral,earnings per share were eur -0.04 -0.06 .,earnings per share were eur < > < >,earnings share eur
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,neutral,elcoteq has a global network of after market service sites which have a long experience in serving consumer electronics and systems solutions customers .,elcoteq has a global network of after market service sites which have a long experience in serving consumer electronics and systems solutions customers,elcoteq global network market service sites long experience serving consumer electronics systems solutions customers
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral,elcoteq se is listed on the nasdaq omx helsinki ltd. .,elcoteq se is listed on the nasdaq omx helsinki ltd,elcoteq se listed nasdaq omx helsinki
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,electronic versions require < > < > hours as each copy is customized to the client with digital controls and custom watermarks,electronic versions require hours copy customized client digital controls custom watermarks
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",neutral,"elisa corporation will disclose its financial statements for 2006 on thursday , 8 february 2007 .",elisa corporation will disclose its financial statements for < > on thursday < > february < >,elisa corporation disclose financial statements thursday february
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",neutral,"empresa de desarrollo urbano de quito , innovar-uio , ecuador has commissioned poyry to prepare a feasibility study for a new urban rapid mass transit system .",empresa de desarrollo urbano de quito innovar uio ecuador has commissioned poyry to prepare a feasibility study for a new urban rapid mass transit system,empresa desarrollo urbano quito innovar uio ecuador commissioned poyry prepare feasibility study new urban rapid mass transit
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral,"erkki jarvinen , president of rautakirja and the head of the sanoma trade division , will leave his current tasks in spring 2009 for a similar position outside the sanoma group .",erkki jarvinen president of rautakirja and the head of the sanoma trade division will leave his current tasks in spring < > for a similar position outside the sanoma group,erkki jarvinen president rautakirja head sanoma trade division leave current tasks spring similar position outside sanoma group
