sentence,label,tokens,word_count,char_count
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,"['january', 'scandinavian', 'lenders', 'sampo', 'bank', 'hel', 'samas', 'pohjola', 'bank', 'hel', 'poh', 's', 'and', 'svenska', 'handelsbanken', 'sto', 'shb', 'a', 'have', 'provided', 'a', 'eur', 'm', 'usd', 'm', 'line', 'of', 'credit', 'to', 'lemminkainen', 'oyj', 'hel', 'lem', 's', 'the', 'finnish', 'construction', 'firm', 'said', 'on', 'friday']",41,273
55 workers in +àm+Ñl will be affected by the close-down .,negative,"['workers', 'in', 'm', 'l', 'will', 'be', 'affected', 'by', 'the', 'close', 'down']",11,57
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral,"['a', 'coker', 'crane', 'will', 'be', 'supplied', 'to', 'tesoro', 'corporation', 's', 'golden', 'eagle', 'refinery', 'in', 'martinez', 'california', 'while', 'a', 'similar', 'crane', 'will', 'be', 'delivered', 'to', 'bp', 's', 'castell', 'refinery', 'in', 'spain']",30,181
A few employees would remain at the Oulu plant in support functions for other group units .,neutral,"['a', 'few', 'employees', 'would', 'remain', 'at', 'the', 'oulu', 'plant', 'in', 'support', 'functions', 'for', 'other', 'group', 'units']",16,91
A huge issue for us is the button placement .,neutral,"['a', 'huge', 'issue', 'for', 'us', 'is', 'the', 'button', 'placement']",9,45
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,"['a', 'merger', 'between', 'upm', 'and', 'finnish', 'swedish', 'stora', 'enso', 'is', 'not', 'likely', 'either']",13,74
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,"['a', 'paper', 'mill', 'in', 'the', 'central', 'maine', 'town', 'of', 'madison', 'soon', 'will', 'have', 'a', 'new', 'owner']",16,78
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,"['a', 'total', 'of', 'the', 'order', 'value', 'was', 'booked', 'in', 'the', 'fourth', 'quarter', 'of', 'and', 'the', 'remainder', 'will', 'be', 'booked', 'in', 'the', 'second', 'quarter', 'of']",24,137
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral,"['a', 'total', 'of', 'talvivaara', 'mining', 'company', 'plc', 's', 'new', 'shares', 'were', 'subscribed', 'for', 'during', 'the', 'period', 'between', 'may', 'and', 'june', 'under', 'the', 'company', 's', 'stock', 'option', 'rights', 'a']",28,188
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,"['a', 'total', 'of', 'new', 'citycon', 'shares', 'with', 'a', 'nominal', 'value', 'of', 'eur', 'per', 'share', 'were', 'subscribed', 'on', 'april', 'exercising', 'the', 'a', 'b', 'c', 'options', 'based', 'on', 'the', 'company', 's', 'stock', 'option', 'plan']",32,185
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,"['a', 'total', 'of', 'new', 'citycon', 'shares', 'with', 'a', 'nominal', 'value', 'of', 'eur', 'per', 'share', 'were', 'subscribed', 'in', 'december', 'exercising', 'the', 'a', 'b', 'c', 'options', 'based', 'on', 'the', 'company', 's', 'stock', 'option', 'plan']",32,186
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,"['abn', 'amro', 'capital', 'has', 'agreed', 'to', 'sell', 'its', 'helsinki', 'based', 'designer', 'homeware', 'producer', 'iittala', 'oyj', 'to', 'crosstown', 'consumer', 'products', 'group', 'fiskars', 'corp', 'for', 'eur', 'million', 'to', 'eur', 'million', 'million', 'to', 'million']",31,224
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",neutral,"['according', 'to', 'preliminary', 'information', 'by', 'the', 'finnish', 'forest', 'industries', 'federation', 'imports', 'of', 'roundwood', 'to', 'finland', 'increased', 'to', 'about', 'million', 'm', 'in', 'representing', 'an', 'increase', 'of', 'from']",26,202
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,"['finland', 'based', 'stockmann', 'group', 'has', 'closed', 'seven', 'franchising', 'sports', 'stores', 'nike', 'in', 'russia']",13,89
"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",neutral,"['finnish', 'ac', 'drives', 'manufacturer', 'vacon', 'is', 'acquiring', 'the', 'ac', 'drives', 'business', 'of', 'tb', 'wood', 's', 'part', 'of', 'the', 'us', 'group', 'altra', 'holdings']",22,126
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral,"['finnish', 'beverage', 'company', 'olvi', 'is', 'one', 'of', 'the', 'last', 'listed', 'companies', 'in', 'finland', 'that', 'has', 'not', 'yet', 'published', 'its', 'financial', 'result', 'for', 'the', 'second', 'quarter', 'of']",26,157
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral,"['finnish', 'department', 'store', 'group', 'stockmann', 'is', 'planning', 'to', 'acquire', 'about', 'eur', 'mn', 'through', 'a', 'directed', 'issue', 'and', 'a', 'rights', 'offering']",20,128
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral,"['finnish', 'kemira', 'group', 's', 'ceo', 'lasse', 'kurkilahti', 'says', 'the', 'group', 's', 'structural', 'reorganisation', 'will', 'continue', 'for', 'at', 'least', 'a', 'year']",20,128
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,neutral,"['finnish', 'power', 'company', 'fortum', 'reports', 'of', 'its', 'electricity', 'was', 'generated', 'without', 'carbon', 'dioxide', 'emissions', 'in']",15,117
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral,"['finnish', 'rautaruukki', 's', 'engineering', 'division', 'ruukki', 'engineering', 'will', 're', 'organise', 'its', 'operations', 'in', 'the', 'mo', 'i', 'rana', 'plant', 'in', 'norway']",20,129
Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,neutral,"['finnish', 'stainless', 'steel', 'manufacturer', 'outokumpu', 'in', 'degefors', 'is', 'planning', 'to', 'recruit', 'new', 'engineers', 'in', 'order', 'to', 'meet', 'a', 'retirement', 'wave', 'over', 'the', 'next', 'few', 'years']",25,156
"Finnish W+ñrtsil+ñ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",neutral,"['finnish', 'w', 'rtsil', 'that', 'provides', 'power', 'solutions', 'for', 'the', 'marine', 'and', 'energy', 'markets', 'has', 'opened', 'a', 'service', 'centre', 'in', 'murmansk', 'in', 'russia']",22,136
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,"['in', 'finland', 'sampo', 'bank', 'now', 'part', 'of', 'the', 'danske', 'bank', 'group', 'will', 'lay', 'off', 'staff', 'from', 'the', 'administrative', 'and', 'support', 'functions']",21,128
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,"['local', 'government', 'commissioner', 'of', 'm', 'l', 'kurt', 'svensson', 'says', 'he', 'will', 'contact', 'the', 'management', 'of', 'finnish', 'company', 'componenta', 'to', 'find', 'out', 'if', 'there', 'are', 'any', 'alternatives', 'to', 'the', 'company', 's', 'decision', 'to', 'close', 'down', 'its', 'plant', 'in', 'm', 'l']",39,228
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",neutral,"['private', 'equity', 'investor', 'capman', 'the', 'owner', 'of', 'finnish', 'lumene', 'cosmetics', 'company', 'is', 'planning', 'to', 'list', 'lumene']",16,109
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative,"['scanfil', 'a', 'systems', 'supplier', 'and', 'contract', 'manufacturer', 'to', 'the', 'communications', 'sector', 'will', 'give', 'notice', 'to', 'productional', 'employees', 'and', 'temporarily', 'lay', 'off', 'employees', 'at', 'the', 'company', 's', 'plant', 'in', 'sievi', 'in', 'finland']",31,218
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",negative,"['scanfil', 'a', 'systems', 'supplier', 'and', 'contract', 'manufacturer', 'to', 'the', 'communications', 'sector', 'will', 'start', 'personnel', 'negotiations', 'in', 'oulu', 'in', 'finland', 'to', 'lay', 'off', 'staff', 'temporarily']",24,173
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral,"['swedish', 'engineering', 'consultant', 'firm', 'etteplan', 'is', 'to', 'establish', 'a', 'unit', 'in', 'town', 'borl', 'nge', 'by', 'the', 'turn', 'of', 'the', 'month', 'march', 'april']",22,131
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral,"['the', 'finnish', 'investment', 'company', 'sponda', 'is', 'conducting', 'negotiations', 'to', 'acquire', 'the', 'business', 'center', 'dukat', 'palace', 'located', 'in', 'the', 'center', 'of', 'moscow', 'from', 'london', 'regional', 'properties']",25,180
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,"['according', 'to', 'finnish', 'fim', 'bank', 'alpro', 's', 'price', 'would', 'be', 'around', 'eur', 'mn', 'mn']",14,80
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",neutral,"['according', 'to', 'heikkil', 'more', 'than', 'just', 'refreshment', 'and', 'energy', 'will', 'soon', 'be', 'found', 'in', 'soft', 'drinks', 'also', 'in', 'finland']",19,120
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral,"['according', 'to', 'hk', 'ruokatalo', 'almost', 'all', 'the', 'meat', 'used', 'by', 'the', 'company', 'comes', 'from', 'finland']",15,88
"According to L+ñnnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",neutral,"['according', 'to', 'l', 'nnen', 'tehtaat', 's', 'ceo', 'matti', 'karppinen', 'the', 'company', 'aims', 'to', 'deliver', 'fish', 'products', 'to', 'its', 'customers', 'a', 'day', 'earlier', 'than', 'it', 'currently', 'does']",26,151
"According to Olvi , the company is already negotiating new agreements .",neutral,"['according', 'to', 'olvi', 'the', 'company', 'is', 'already', 'negotiating', 'new', 'agreements']",10,71
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral,"['according', 'to', 'saarioinen', 's', 'managing', 'director', 'ilkka', 'm', 'kel', 'the', 'food', 'industry', 'sector', 'has', 'a', 'significant', 'excess', 'of', 'production', 'machinery']",20,137
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,neutral,"['according', 'to', 'the', 'announcement', 'of', 'the', 'helsinki', 'stock', 'exchange', 'the', 'share', 'of', 'sentera', 'shall', 'be', 'delisted', 'from', 'the', 'nm', 'list', 'of', 'the', 'helsinki', 'stock', 'exchange', 'accordingly']",26,161
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,"['activities', 'range', 'from', 'the', 'development', 'of', 'natural', 'resources', 'to', 'the', 'retailed', 'marketing', 'of', 'finished', 'products']",15,107
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,"['additionally', 'information', 'on', 'business', 'segments', 'competitors', 'and', 'future', 'outlook', 'are', 'provided']",11,95
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative,"['additionally', 'the', 'company', 'will', 'terminate', 'a', 'maximum', 'nine', 'salaried', 'and', 'senior', 'salaried', 'employees', 'employment', 'contracts']",15,120
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral,"['additionally', 'the', 'company', 'will', 'use', 'the', 'solutions', 'to', 'automate', 'the', 'preparation', 'of', 'financial', 'statements', 'according', 'to', 'ifrs', 'standard']",18,130
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,"['affecto', 'has', 'participated', 'in', 'the', 'program', 'for', 'the', 'development', 'of', 'the', 'norwegian', 'pension', 'system', 'since']",15,104
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,"['affecto', 'will', 'provide', 'a', 'new', 'efi', 'data', 'warehouse', 'and', 'reporting', 'solution', 'behavioural', 'scoring', 'system', 'supporting', 'operational', 'decision', 'processes', 'and', 'data', 'migration', 'from', 'old', 'legacy', 'systems', 'to', 'the', 'new', 'efi', 'system']",30,206
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,"['affectogenimap', 'builds', 'highly', 'customised', 'it', 'solutions', 'for', 'its', 'customers', 'in', 'finland', 'and', 'the', 'baltic', 'countries']",15,108
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,"['after', 'april', 'cencorp', 'will', 'not', 'have', 'any', 'own', 'employees', 'in', 'the', 'territory']",12,77
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",neutral,"['after', 'buying', 'eukor', 'car', 'carriers', 'percent', 'stake', 'grimaldi', 'group', 'is', 'now', 'the', 'sole', 'owner', 'of', 'the', 'swedish', 'roll', 'on', 'roll', 'off', 'port', 'of', 'wallhamn']",24,140
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",neutral,"['after', 'completion', 'of', 'the', 'acquisition', 'poyry', 's', 'oil', 'and', 'gas', 'expertise', 'will', 'cover', 'multi', 'discipline', 'engineering', 'and', 'consulting', 'services', 'across', 'the', 'complete', 'oil', 'and', 'gas', 'asset', 'lifecycle', 'including', 'deepwater', 'engineering', 'services']",31,225
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,"['after', 'the', 'restructuring', 'upm', 's', 'average', 'paper', 'machine', 'capacity', 'in', 'europe', 'will', 'be', 'tons', 'short', 'tons', 'in', 'coated', 'magazine', 'paper', 'and', 'tons', 'short', 'tons', 'in', 'coated', 'fine', 'paper']",28,205
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",neutral,"['after', 'the', 'transaction', 'm', 'real', 'will', 'own', 'in', 'metsa', 'botnia', 'and', 'upm']",12,78
"After the transaction , Tikkurila has no powder coatings related operations .",neutral,"['after', 'the', 'transaction', 'tikkurila', 'has', 'no', 'powder', 'coatings', 'related', 'operations']",10,77
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,"['ahlstrom', 'corporation', 'stock', 'exchange', 'announcement', 'ahlstrom', 'corporation', 'will', 'publish', 'its', 'first', 'quarter', 'financial', 'results', 'on', 'friday', 'april', 'approximately', 'at', 'a', 'm', 'finnish', 'time']",23,203
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral,"['ahms', 'will', 'also', 'offer', 'hotel', 'and', 'hotel', 'project', 'consultancy', 'management', 'services', 'brand', 'franchise', 'training', 'and', 'sales', 'and', 'marketing', 'services', 'on', 'a', 'pan', 'india', 'basis']",24,163
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral,"['aktia', 'forecasts', 'finland', 's', 'inflation', 'at', 'in']",7,55
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral,"['aldata', 'noted', 'that', 'its', 'voice', 'supply', 'chain', 'technology', 'approach', 'enables', 'vdw', 'to', 'integrate', 'with', 'warehouse', 'management', 'systems']",17,121
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral,"['aldata', 'solution', 'oyj', 'stock', 'exchange', 'release', 'august', 'at', 'am', 'aldata', 'shares', 'subscribed', 'for', 'with', 'stock', 'options', 'a', 'total', 'of', 'new', 'shares', 'of', 'aldata', 'solution', 'oyj', 'have', 'been', 'subscribed', 'for', 'with', 'the', 'company', 's', 'a', 'stock', 'options']",36,243
"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",neutral,"['alexandria', 'va', 'dec', 'reijo', 'salovaara', 'nastola', 'finland', 'has', 'developed', 'a', 'veneer', 'cutter']",12,99
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral,"['alexandria', 'va', 'dec', 'united', 'states', 'patent', 'no', 'issued', 'on', 'dec', 'was', 'assigned', 'to', 'nokia', 'corp', 'espoo', 'finland']",17,136
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",neutral,"['alexandria', 'va', 'dec', 'united', 'states', 'patent', 'no', 'issued', 'on', 'dec', 'was', 'assigned', 'to', 'outotec', 'oyj', 'espoo', 'finland']",17,136
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",neutral,"['alexandria', 'va', 'jan', 'united', 'states', 'patent', 'no', 'issued', 'on', 'jan', 'was', 'assigned', 'to', 'kemira', 'chemicals', 'inc', 'marietta', 'ga']",18,143
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral,"['alexandria', 'va', 'march', 'jaakko', 'vilo', 'of', 'turku', 'finland', 'has', 'developed', 'a', 'panel', 'press']",13,93
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",neutral,"['alexandria', 'va', 'may', 'matti', 'harkonen', 'and', 'pentti', 'sipponen', 'both', 'of', 'espoo', 'finland', 'osmo', 'suovaniemi', 'of', 'helsinki', 'finland', 'and', 'tapani', 'tiusanen', 'of', 'vantaa', 'finland', 'have', 'developed', 'a', 'paper', 'web', 'press', 'device']",30,215
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",neutral,"['alexandria', 'va', 'oct', 'hans', 'otto', 'scheck', 'of', 'espoo', 'finland', 'has', 'developed', 'a', 'method', 'of', 'identifying', 'remote', 'radio', 'units', 'in', 'a', 'communication', 'system']",22,152
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral,"['alexandria', 'va', 'oct', 'united', 'states', 'patent', 'no', 'issued', 'on', 'sept', 'was', 'assigned', 'to', 'vacon', 'oyj', 'vaasa', 'finland']",17,134
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral,"['alma', 'media', 'corporation', 'press', 'release', 'march', 'tyrvaan', 'sanomat', 'and', 'paikallissanomat', 'being', 'bought', 'by', 'suomen', 'paikallissanomat', 'two', 'local', 'papers', 'tyrvaan', 'sanomat', 'and', 'paikallissanomat', 'appearing', 'in', 'sastamala', 'and', 'its', 'neighbouring', 'municipalities', 'are', 'to', 'be', 'bought', 'by', 'suomen', 'paikallissanomat', 'oy']",37,295
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral,"['alma', 'media', 'corporation', 'press', 'release', 'march', 'tyrv', 'n', 'sanomat', 'purchase', 'confirmed', 'the', 'business', 'operations', 'of', 'tyrv', 'n', 'sanomat', 'oy', 'will', 'be', 'transferred', 'to', 'suomen', 'paikallissanomat', 'oy']",26,189
"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",neutral,"['also', 'finnish', 'industry', 'investment', 'a', 'government', 'owned', 'investment', 'company', 'will', 'participate', 'in', 'the', 'project']",14,108
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",neutral,"['also', 'in', 'latvia', 'we', 'act', 'as', 'a', 'partner', 'for', 'bakery', 'customers', 'in', 'both', 'production', 'and', 'product', 'development']",17,102
"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+ñrvi , Vimpeli and Per+ñsein+ñjoki in Finland .",neutral,"['also', 'ruukki', 'construction', 'rautaruukki', 's', 'construction', 'division', 'is', 'initiating', 'employer', 'employee', 'negotiations', 'at', 'its', 'sites', 'in', 'alaj', 'rvi', 'vimpeli', 'and', 'per', 'sein', 'joki', 'in', 'finland']",25,179
"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",negative,"['also', 'the', 'city', 's', 'insurance', 'company', 'if', 'p', 'c', 'insurance', 'has', 'said', 'it', 'will', 'not', 'pay', 'compensation']",17,97
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral,"['altogether', 'capman', 'employs', 'approximately', 'people', 'in', 'helsinki', 'stockholm', 'copenhagen', 'oslo', 'moscow', 'and', 'luxembourg']",13,120
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral,"['altona', 'stated', 'that', 'the', 'private', 'company', 'of', 'altona', 'chairman', 'kevin', 'maloney', 'tulla', 'resources', 'would', 'take', 'up', 'its', 'entitlement', 'in', 'full']",20,131
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral,"['an', 'acquisition', 'of', 'teliasonera', 'would', 'be', 'france', 'telecom', 's', 'biggest', 'since', 'its', 'purchase', 'of', 'orange', 'plc', 'for', 'billion', 'billion', 'and', 'would', 'create', 'the', 'world', 's', 'fourth', 'largest', 'telecom', 'company', 'behind', 'at', 't', 'inc', 'verizon', 'communications', 'inc', 'and', 'ntt', 'corp', 'of', 'japan']",41,272
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral,"['an', 'earn', 'out', 'payment', 'of', 'up', 'to', 'mln', 'euro', 'mln', 'can', 'also', 'be', 'paid', 'depending', 'on', 'intellibis', 'financial', 'performance', 'in']",20,128
An EU law on the issue may be introduced around 2010 .,neutral,"['an', 'eu', 'law', 'on', 'the', 'issue', 'may', 'be', 'introduced', 'around']",10,54
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",positive,"['and', 'earlier', 'this', 'month', 'the', 'company', 'signed', 'a', 'deal', 'with', 'india', 'based', 'information', 'technology', 'services', 'giant', 'wipro', 'technologies', 'to', 'transfer', 'and', 'sell', 'its', 'radio', 'access', 'related', 'r', 'd', 'activities', 'in', 'berlin']",31,197
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,"['another', 'firm', 'air', 'liquide', 'was', 'exempted', 'because', 'it', 'left', 'the', 'market', 'in']",12,74
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",neutral,"['apartments', 'of', 'yit', 'home', 'may', 'be', 'purchased', 'in', 'regions', 'of', 'russia', 'where', 'yit', 'subsidiaries', 'carry', 'out', 'their', 'activities', 'moscow', 'and', 'moscow', 'region', 'st', 'petersburg', 'ekaterinburg', 'kazan', 'and', 'rostov', 'on', 'don']",30,201
"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",neutral,"['approximately', 'sek', 'million', 'in', 'repayments', 'has', 'been', 'demanded', 'for', 'overcharging', 'in', 'the', 'stockholm', 'area', 'with', 'the', 'remaining', 'sek', 'million', 'taken', 'from', 'the', 'western', 'coast', 'the', 'inspectorate', 'said']",27,191
Arena Partners Oy is a development company for electronic business .,neutral,"['arena', 'partners', 'oy', 'is', 'a', 'development', 'company', 'for', 'electronic', 'business']",10,68
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral,"['as', 'a', 'condition', 'to', 'the', 'deal', 'savcor', 'alfa', 'has', 'to', 'have', 'bought', 'photonium', 'and', 'akseli', 'lahtinen', 'inc', 's', 'business', 'operations', 'prior', 'to', 'the', 'deal']",24,137
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",negative,"['as', 'a', 'result', 'the', 'company', 'has', 'decided', 'it', 'will', 'implement', 'fixed', 'term', 'temporary', 'lay', 'offs']",15,87
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",negative,"['as', 'a', 'result', 'the', 'company', 'will', 'temporarily', 'lay', 'off', 'of', 'the', 'whole', 'personnel', 'approximately', 'persons', 'at', 'kirkkonummi', 'and', 'nivala', 'factories']",20,144
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",negative,"['as', 'a', 'result', 'of', 'the', 'negotiations', 'the', 'amount', 'of', 'employment', 'contracts', 'to', 'be', 'terminated', 'is']",15,93
"As a result of the negotiations , the company will terminate total 5 employment contracts .",negative,"['as', 'a', 'result', 'of', 'the', 'negotiations', 'the', 'company', 'will', 'terminate', 'total', 'employment', 'contracts']",13,91
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,"['as', 'of', 'july', 'the', 'market', 'cap', 'segments', 'will', 'be', 'updated', 'according', 'to', 'the', 'average', 'price', 'in', 'may']",17,106
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral,"['as', 'part', 'of', 'the', 'agreement', 'aspocomp', 'will', 'also', 'give', 'meadville', 'a', 'pct', 'slice', 'of', 'a', 'subsidiary', 'operating', 'in', 'oulu', 'finland']",20,121
